id,complex_order_id,t,p,q
9525348_21_4,9525348,21,132.54,25.0
9525348_21_5,9525348,21,142.54,10.0
9525348_21_6,9525348,21,152.54,10.0
9525348_21_25,9525348,21,650.0,22.0
9525348_22_2,9525348,22,123.55,20.0
9525348_22_3,9525348,22,127.55,10.0
9525348_22_4,9525348,22,132.55,25.0
9525348_22_5,9525348,22,142.55,10.0
9525348_22_6,9525348,22,152.55,10.0
9525348_22_25,9525348,22,650.0,22.0
9525348_23_2,9525348,23,123.51,20.0
9525348_23_3,9525348,23,127.51,10.0
9525348_23_4,9525348,23,132.51,25.0
9525348_23_5,9525348,23,142.51,10.0
9525348_23_6,9525348,23,152.51,10.0
9525348_23_25,9525348,23,650.0,22.0
9525348_24_2,9525348,24,123.49,20.0
9525348_24_3,9525348,24,127.49,10.0
9525348_24_4,9525348,24,132.49,25.0
9525348_24_5,9525348,24,142.49,10.0
9525348_24_6,9525348,24,152.49,10.0
9525348_24_25,9525348,24,650.0,22.0
9525349_1_25,9525349,1,650.0,392.0
9525349_2_25,9525349,2,650.0,392.0
9525349_3_25,9525349,3,650.0,292.0
9525349_4_25,9525349,4,650.0,162.0
9525349_5_2,9525349,5,125.51,20.0
9525349_5_3,9525349,5,129.51,10.0
9525349_5_4,9525349,5,134.51,25.0
9525349_5_5,9525349,5,144.51,10.0
9525349_5_6,9525349,5,154.51,10.0
9525349_5_25,9525349,5,650.0,22.0
9525349_6_2,9525349,6,125.5,20.0
9525349_6_3,9525349,6,129.5,10.0
9525349_6_4,9525349,6,134.5,25.0
9525349_6_5,9525349,6,144.5,10.0
9525349_6_6,9525349,6,154.5,10.0
9525349_6_25,9525349,6,650.0,22.0
9525349_7_2,9525349,7,125.49,20.0
9525349_7_3,9525349,7,129.49,10.0
9525349_7_4,9525349,7,134.49,25.0
9525349_7_5,9525349,7,144.49,10.0
9525349_7_6,9525349,7,154.49,10.0
9525349_7_25,9525349,7,650.0,22.0
9525349_8_2,9525349,8,125.5,20.0
9525349_8_3,9525349,8,129.5,10.0
9525349_8_4,9525349,8,134.5,25.0
9525349_8_5,9525349,8,144.5,10.0
9525349_8_6,9525349,8,154.5,10.0
9525349_8_25,9525349,8,650.0,22.0
9525349_9_2,9525349,9,125.48,20.0
9525349_9_3,9525349,9,129.48,10.0
9525349_9_4,9525349,9,134.48,25.0
9525349_9_5,9525349,9,144.48,10.0
9525349_9_6,9525349,9,154.48,10.0
9525349_9_25,9525349,9,650.0,22.0
9525349_10_2,9525349,10,125.54,20.0
9525349_10_3,9525349,10,129.54,10.0
9525349_10_4,9525349,10,134.54,25.0
9525349_10_5,9525349,10,144.54,10.0
9525349_10_6,9525349,10,154.54,10.0
9525349_10_25,9525349,10,650.0,22.0
9525349_11_2,9525349,11,125.45,20.0
9525349_11_3,9525349,11,129.45,10.0
9525349_11_4,9525349,11,134.45,25.0
9525349_11_5,9525349,11,144.45,10.0
9525349_11_6,9525349,11,154.45,10.0
9525349_11_25,9525349,11,650.0,22.0
9525349_12_2,9525349,12,125.55,20.0
9525349_12_3,9525349,12,129.55,10.0
9525349_12_4,9525349,12,134.55,25.0
9525349_12_5,9525349,12,144.55,10.0
9525349_12_6,9525349,12,154.55,10.0
9525349_12_25,9525349,12,650.0,22.0
9525349_13_2,9525349,13,125.47,20.0
9525349_13_3,9525349,13,129.47,10.0
9525349_13_4,9525349,13,134.47,25.0
9525349_13_5,9525349,13,144.47,10.0
9525349_13_6,9525349,13,154.47,10.0
9525349_13_25,9525349,13,650.0,22.0
9525349_14_2,9525349,14,125.53,20.0
9525349_14_3,9525349,14,129.53,10.0
9525349_14_4,9525349,14,134.53,25.0
9525349_14_5,9525349,14,144.53,10.0
9525349_14_6,9525349,14,154.53,10.0
9525349_14_25,9525349,14,650.0,22.0
9525349_15_2,9525349,15,125.45,20.0
9525349_15_3,9525349,15,129.45,10.0
9525349_15_4,9525349,15,134.45,25.0
9525349_15_5,9525349,15,144.45,10.0
9525349_15_6,9525349,15,154.45,10.0
9525349_15_25,9525349,15,650.0,22.0
9525349_16_2,9525349,16,125.52,20.0
9525349_16_3,9525349,16,129.52,10.0
9525349_16_4,9525349,16,134.52,25.0
9525349_16_5,9525349,16,144.52,10.0
9525349_16_6,9525349,16,154.52,10.0
9525349_16_25,9525349,16,650.0,22.0
9525349_17_2,9525349,17,125.52,20.0
9525349_17_3,9525349,17,129.52,10.0
9525349_17_4,9525349,17,134.52,25.0
9525349_17_5,9525349,17,144.52,10.0
9525349_17_6,9525349,17,154.52,10.0
9525349_17_25,9525349,17,650.0,22.0
9525349_18_2,9525349,18,125.52,20.0
9525349_18_3,9525349,18,129.52,10.0
9525349_18_4,9525349,18,134.52,25.0
9525349_18_5,9525349,18,144.52,10.0
9525349_18_6,9525349,18,154.52,10.0
9525349_18_25,9525349,18,650.0,22.0
9525349_19_2,9525349,19,125.48,20.0
9525349_19_3,9525349,19,129.48,10.0
9525349_19_4,9525349,19,134.48,25.0
9525349_19_5,9525349,19,144.48,10.0
9525349_19_6,9525349,19,154.48,10.0
9525349_19_25,9525349,19,650.0,22.0
9525349_20_2,9525349,20,125.49,20.0
9525349_20_3,9525349,20,129.49,10.0
9525349_20_4,9525349,20,134.49,25.0
9525349_20_5,9525349,20,144.49,10.0
9525349_20_6,9525349,20,154.49,10.0
9525349_20_25,9525349,20,650.0,22.0
9525349_21_2,9525349,21,125.51,20.0
9525349_21_3,9525349,21,129.51,10.0
9525349_21_4,9525349,21,134.51,25.0
9525349_21_5,9525349,21,144.51,10.0
9525349_21_6,9525349,21,154.51,10.0
9525349_21_25,9525349,21,650.0,22.0
9525349_22_2,9525349,22,125.48,20.0
9525349_22_3,9525349,22,129.48,10.0
9525349_22_4,9525349,22,134.48,25.0
9525349_22_5,9525349,22,144.48,10.0
9525349_22_6,9525349,22,154.48,10.0
9525349_22_25,9525349,22,650.0,22.0
9525349_23_2,9525349,23,125.48,20.0
9525349_23_3,9525349,23,129.48,10.0
9525349_23_4,9525349,23,134.48,25.0
9525349_23_5,9525349,23,144.48,10.0
9525349_23_6,9525349,23,154.48,10.0
9525349_23_25,9525349,23,650.0,22.0
9525349_24_2,9525349,24,125.51,20.0
9525349_24_3,9525349,24,129.51,10.0
9525349_24_4,9525349,24,134.51,25.0
9525349_24_5,9525349,24,144.51,10.0
9525349_24_6,9525349,24,154.51,10.0
9525349_24_25,9525349,24,650.0,22.0
9525350_1_2,9525350,1,107.45,20.0
9525350_1_3,9525350,1,111.45,20.0
9525350_1_4,9525350,1,116.45,20.0
9525350_1_5,9525350,1,126.45,25.0
9525350_1_6,9525350,1,136.45,55.0
9525350_1_25,9525350,1,650.0,25.0
9525350_2_2,9525350,2,107.44,20.0
9525350_2_3,9525350,2,111.44,20.0
9525350_2_4,9525350,2,116.44,20.0
9525350_2_5,9525350,2,126.44,25.0
9525350_2_6,9525350,2,136.44,55.0
9525350_2_25,9525350,2,650.0,25.0
9525350_3_2,9525350,3,107.5,20.0
9525350_3_3,9525350,3,111.5,20.0
9525350_3_4,9525350,3,116.5,20.0
9525350_3_5,9525350,3,126.5,25.0
9525350_3_6,9525350,3,136.5,55.0
9525350_3_25,9525350,3,650.0,25.0
9525350_4_2,9525350,4,107.5,20.0
9525350_4_3,9525350,4,111.5,20.0
9525350_4_4,9525350,4,116.5,20.0
9525350_4_5,9525350,4,126.5,25.0
9525350_4_6,9525350,4,136.5,55.0
9525350_4_25,9525350,4,650.0,25.0
9525350_5_2,9525350,5,107.47,20.0
9525350_5_3,9525350,5,111.47,20.0
9525350_5_4,9525350,5,116.47,20.0
9525350_5_5,9525350,5,126.47,25.0
9525350_5_6,9525350,5,136.47,55.0
9525350_5_25,9525350,5,650.0,25.0
9525350_6_2,9525350,6,107.47,20.0
9525350_6_3,9525350,6,111.47,20.0
9525350_6_4,9525350,6,116.47,20.0
9525350_6_5,9525350,6,126.47,25.0
9525350_6_6,9525350,6,136.47,55.0
9525350_6_25,9525350,6,650.0,25.0
9525350_7_2,9525350,7,107.43,20.0
9525350_7_3,9525350,7,111.43,20.0
9525350_7_4,9525350,7,116.43,20.0
9525350_7_5,9525350,7,126.43,25.0
9525350_7_6,9525350,7,136.43,55.0
9525350_7_25,9525350,7,650.0,25.0
9525350_8_2,9525350,8,107.44,20.0
9525350_8_3,9525350,8,111.44,20.0
9525350_8_4,9525350,8,116.44,20.0
9525350_8_5,9525350,8,126.44,25.0
9525350_8_6,9525350,8,136.44,55.0
9525350_8_25,9525350,8,650.0,25.0
9525350_9_2,9525350,9,107.43,20.0
9525350_9_3,9525350,9,111.43,20.0
9525350_9_4,9525350,9,116.43,20.0
9525350_9_5,9525350,9,126.43,25.0
9525350_9_6,9525350,9,136.43,55.0
9525350_9_25,9525350,9,650.0,25.0
9525350_10_2,9525350,10,107.44,20.0
9525350_10_3,9525350,10,111.44,20.0
9525350_10_4,9525350,10,116.44,20.0
9525350_10_5,9525350,10,126.44,25.0
9525350_10_6,9525350,10,136.44,55.0
9525350_10_25,9525350,10,650.0,25.0
9525350_11_2,9525350,11,107.49,20.0
9525350_11_3,9525350,11,111.49,20.0
9525350_11_4,9525350,11,116.49,20.0
9525350_11_5,9525350,11,126.49,25.0
9525350_11_6,9525350,11,136.49,55.0
9525350_11_25,9525350,11,650.0,25.0
9525350_12_2,9525350,12,107.43,20.0
9525350_12_3,9525350,12,111.43,20.0
9525350_12_4,9525350,12,116.43,20.0
9525350_12_5,9525350,12,126.43,25.0
9525350_12_6,9525350,12,136.43,55.0
9525350_12_25,9525350,12,650.0,25.0
9525350_13_2,9525350,13,107.44,20.0
9525350_13_3,9525350,13,111.44,20.0
9525350_13_4,9525350,13,116.44,20.0
9525350_13_5,9525350,13,126.44,25.0
9525350_13_6,9525350,13,136.44,55.0
9525350_13_25,9525350,13,650.0,25.0
9525350_14_2,9525350,14,107.45,20.0
9525350_14_3,9525350,14,111.45,20.0
9525350_14_4,9525350,14,116.45,20.0
9525350_14_5,9525350,14,126.45,25.0
9525350_14_6,9525350,14,136.45,55.0
9525350_14_25,9525350,14,650.0,25.0
9525350_15_2,9525350,15,107.42,20.0
9525350_15_3,9525350,15,111.42,20.0
9525350_15_4,9525350,15,116.42,20.0
9525350_15_5,9525350,15,126.42,25.0
9525350_15_6,9525350,15,136.42,55.0
9525350_15_25,9525350,15,650.0,25.0
9525350_16_2,9525350,16,107.51,20.0
9525350_16_3,9525350,16,111.51,20.0
9525350_16_4,9525350,16,116.51,20.0
9525350_16_5,9525350,16,126.51,25.0
9525350_16_6,9525350,16,136.51,55.0
9525350_16_25,9525350,16,650.0,25.0
9525350_17_2,9525350,17,107.44,20.0
9525350_17_3,9525350,17,111.44,20.0
9525350_17_4,9525350,17,116.44,20.0
9525350_17_5,9525350,17,126.44,25.0
9525350_17_6,9525350,17,136.44,55.0
9525350_17_25,9525350,17,650.0,25.0
9525350_18_2,9525350,18,107.45,20.0
9525350_18_3,9525350,18,111.45,20.0
9525350_18_4,9525350,18,116.45,20.0
9525350_18_5,9525350,18,126.45,25.0
9525350_18_6,9525350,18,136.45,55.0
9525350_18_25,9525350,18,650.0,25.0
9525350_19_2,9525350,19,107.46,20.0
9525350_19_3,9525350,19,111.46,20.0
9525350_19_4,9525350,19,116.46,20.0
9525350_19_5,9525350,19,126.46,25.0
9525350_19_6,9525350,19,136.46,55.0
9525350_19_25,9525350,19,650.0,25.0
9525350_20_2,9525350,20,107.43,20.0
9525350_20_3,9525350,20,111.43,20.0
9525350_20_4,9525350,20,116.43,20.0
9525350_20_5,9525350,20,126.43,25.0
9525350_20_6,9525350,20,136.43,55.0
9525350_20_25,9525350,20,650.0,25.0
9525350_21_2,9525350,21,107.51,20.0
9525350_21_3,9525350,21,111.51,20.0
9525350_21_4,9525350,21,116.51,20.0
9525350_21_5,9525350,21,126.51,25.0
9525350_21_6,9525350,21,136.51,55.0
9525350_21_25,9525350,21,650.0,25.0
9525350_22_2,9525350,22,107.47,20.0
9525350_22_3,9525350,22,111.47,20.0
9525350_22_4,9525350,22,116.47,20.0
9525350_22_5,9525350,22,126.47,25.0
9525350_22_6,9525350,22,136.47,55.0
9525350_22_25,9525350,22,650.0,25.0
9525350_23_2,9525350,23,107.48,20.0
9525350_23_3,9525350,23,111.48,20.0
9525350_23_4,9525350,23,116.48,20.0
9525350_23_5,9525350,23,126.48,25.0
9525350_23_6,9525350,23,136.48,55.0
9525350_23_25,9525350,23,650.0,25.0
9525350_24_2,9525350,24,107.43,20.0
9525350_24_3,9525350,24,111.43,20.0
9525350_24_4,9525350,24,116.43,20.0
9525350_24_5,9525350,24,126.43,25.0
9525350_24_6,9525350,24,136.43,55.0
9525350_24_25,9525350,24,650.0,25.0
9525351_1_2,9525351,1,165.36,20.0
9525351_1_3,9525351,1,169.36,20.0
9525351_1_4,9525351,1,174.36,20.0
9525351_1_5,9525351,1,184.36,25.0
9525351_1_6,9525351,1,194.36,55.0
9525351_1_25,9525351,1,650.0,25.0
9525351_2_2,9525351,2,165.34,20.0
9525351_2_3,9525351,2,169.34,20.0
9525351_2_4,9525351,2,174.34,20.0
9525351_2_5,9525351,2,184.34,25.0
9525351_2_6,9525351,2,194.34,55.0
9525351_2_25,9525351,2,650.0,25.0
9525351_3_2,9525351,3,165.41,20.0
9525351_3_3,9525351,3,169.41,20.0
9525351_3_4,9525351,3,174.41,20.0
9525351_3_5,9525351,3,184.41,25.0
9525351_3_6,9525351,3,194.41,55.0
9525351_3_25,9525351,3,650.0,25.0
9525351_4_2,9525351,4,165.41,20.0
9525351_4_3,9525351,4,169.41,20.0
9525351_4_4,9525351,4,174.41,20.0
9525351_4_5,9525351,4,184.41,25.0
9525351_4_6,9525351,4,194.41,55.0
9525351_4_25,9525351,4,650.0,25.0
9525351_5_2,9525351,5,165.37,20.0
9525351_5_3,9525351,5,169.37,20.0
9525351_5_4,9525351,5,174.37,20.0
9525351_5_5,9525351,5,184.37,25.0
9525351_5_6,9525351,5,194.37,55.0
9525351_5_25,9525351,5,650.0,25.0
9525351_6_2,9525351,6,165.42,20.0
9525351_6_3,9525351,6,169.42,20.0
9525351_6_4,9525351,6,174.42,20.0
9525351_6_5,9525351,6,184.42,25.0
9525351_6_6,9525351,6,194.42,55.0
9525351_6_25,9525351,6,650.0,25.0
9525351_7_2,9525351,7,165.38,20.0
9525351_7_3,9525351,7,169.38,20.0
9525351_7_4,9525351,7,174.38,20.0
9525351_7_5,9525351,7,184.38,25.0
9525351_7_6,9525351,7,194.38,55.0
9525351_7_25,9525351,7,650.0,25.0
9525351_8_2,9525351,8,165.41,20.0
9525351_8_3,9525351,8,169.41,20.0
9525351_8_4,9525351,8,174.41,20.0
9525351_8_5,9525351,8,184.41,25.0
9525351_8_6,9525351,8,194.41,55.0
9525351_8_25,9525351,8,650.0,25.0
9525351_9_2,9525351,9,165.37,20.0
9525351_9_3,9525351,9,169.37,20.0
9525351_9_4,9525351,9,174.37,20.0
9525351_9_5,9525351,9,184.37,25.0
9525351_9_6,9525351,9,194.37,55.0
9525351_9_25,9525351,9,650.0,25.0
9525351_10_2,9525351,10,165.39,20.0
9525351_10_3,9525351,10,169.39,20.0
9525351_10_4,9525351,10,174.39,20.0
9525351_10_5,9525351,10,184.39,25.0
9525351_10_6,9525351,10,194.39,55.0
9525351_10_25,9525351,10,650.0,25.0
9525351_11_2,9525351,11,165.41,20.0
9525351_11_3,9525351,11,169.41,20.0
9525351_11_4,9525351,11,174.41,20.0
9525351_11_5,9525351,11,184.41,25.0
9525351_11_6,9525351,11,194.41,55.0
9525351_11_25,9525351,11,650.0,25.0
9525351_12_2,9525351,12,165.37,20.0
9525351_12_3,9525351,12,169.37,20.0
9525351_12_4,9525351,12,174.37,20.0
9525351_12_5,9525351,12,184.37,25.0
9525351_12_6,9525351,12,194.37,55.0
9525351_12_25,9525351,12,650.0,25.0
9525351_13_2,9525351,13,165.37,20.0
9525351_13_3,9525351,13,169.37,20.0
9525351_13_4,9525351,13,174.37,20.0
9525351_13_5,9525351,13,184.37,25.0
9525351_13_6,9525351,13,194.37,55.0
9525351_13_25,9525351,13,650.0,25.0
9525351_14_2,9525351,14,165.41,20.0
9525351_14_3,9525351,14,169.41,20.0
9525351_14_4,9525351,14,174.41,20.0
9525351_14_5,9525351,14,184.41,25.0
9525351_14_6,9525351,14,194.41,55.0
9525351_14_25,9525351,14,650.0,25.0
9525351_15_2,9525351,15,165.4,20.0
9525351_15_3,9525351,15,169.4,20.0
9525351_15_4,9525351,15,174.4,20.0
9525351_15_5,9525351,15,184.4,25.0
9525351_15_6,9525351,15,194.4,55.0
9525351_15_25,9525351,15,650.0,25.0
9525351_16_2,9525351,16,165.34,20.0
9525351_16_3,9525351,16,169.34,20.0
9525351_16_4,9525351,16,174.34,20.0
9525351_16_5,9525351,16,184.34,25.0
9525351_16_6,9525351,16,194.34,55.0
9525351_16_25,9525351,16,650.0,25.0
9525351_17_2,9525351,17,165.42,20.0
9525351_17_3,9525351,17,169.42,20.0
9525351_17_4,9525351,17,174.42,20.0
9525351_17_5,9525351,17,184.42,25.0
9525351_17_6,9525351,17,194.42,55.0
9525351_17_25,9525351,17,650.0,25.0
9525351_18_2,9525351,18,165.37,20.0
9525351_18_3,9525351,18,169.37,20.0
9525351_18_4,9525351,18,174.37,20.0
9525351_18_5,9525351,18,184.37,25.0
9525351_18_6,9525351,18,194.37,55.0
9525351_18_25,9525351,18,650.0,25.0
9525351_19_2,9525351,19,165.35,20.0
9525351_19_3,9525351,19,169.35,20.0
9525351_19_4,9525351,19,174.35,20.0
9525351_19_5,9525351,19,184.35,25.0
9525351_19_6,9525351,19,194.35,55.0
9525351_19_25,9525351,19,650.0,25.0
9525351_20_2,9525351,20,165.37,20.0
9525351_20_3,9525351,20,169.37,20.0
9525351_20_4,9525351,20,174.37,20.0
9525351_20_5,9525351,20,184.37,25.0
9525351_20_6,9525351,20,194.37,55.0
9525351_20_25,9525351,20,650.0,25.0
9525351_21_2,9525351,21,165.39,20.0
9525351_21_3,9525351,21,169.39,20.0
9525351_21_4,9525351,21,174.39,20.0
9525351_21_5,9525351,21,184.39,25.0
9525351_21_6,9525351,21,194.39,55.0
9525351_21_25,9525351,21,650.0,25.0
9525351_22_2,9525351,22,165.37,20.0
9525351_22_3,9525351,22,169.37,20.0
9525351_22_4,9525351,22,174.37,20.0
9525351_22_5,9525351,22,184.37,25.0
9525351_22_6,9525351,22,194.37,55.0
9525351_22_25,9525351,22,650.0,25.0
9525351_23_2,9525351,23,165.37,20.0
9525351_23_3,9525351,23,169.37,20.0
9525351_23_4,9525351,23,174.37,20.0
9525351_23_5,9525351,23,184.37,25.0
9525351_23_6,9525351,23,194.37,55.0
9525351_23_25,9525351,23,650.0,25.0
9525351_24_2,9525351,24,165.43,20.0
9525351_24_3,9525351,24,169.43,20.0
9525351_24_4,9525351,24,174.43,20.0
9525351_24_5,9525351,24,184.43,25.0
9525351_24_6,9525351,24,194.43,55.0
9525351_24_25,9525351,24,650.0,25.0
9526528_1_2,9526528,1,145.0,20.0
9526528_1_3,9526528,1,148.0,23.3
9526528_1_4,9526528,1,152.0,23.3
9526528_1_5,9526528,1,156.0,23.4
9526528_2_2,9526528,2,144.0,20.0
9526528_2_3,9526528,2,145.0,23.3
9526528_2_4,9526528,2,148.0,23.3
9526528_2_5,9526528,2,152.0,23.4
9526528_3_2,9526528,3,144.0,20.0
9526528_3_3,9526528,3,145.0,23.3
9526528_3_4,9526528,3,148.0,23.3
9526528_3_5,9526528,3,152.0,23.4
9526528_4_2,9526528,4,144.0,20.0
9526528_4_3,9526528,4,145.0,23.3
9526528_4_4,9526528,4,148.0,23.3
9526528_4_5,9526528,4,152.0,23.4
9526528_5_2,9526528,5,144.0,20.0
9526528_5_3,9526528,5,145.0,23.3
9526528_5_4,9526528,5,148.0,23.3
9526528_5_5,9526528,5,152.0,23.4
9526528_6_2,9526528,6,144.0,20.0
9526528_6_3,9526528,6,145.0,23.3
9526528_6_4,9526528,6,148.0,23.3
9526528_6_5,9526528,6,152.0,23.4
9526528_7_2,9526528,7,144.0,20.0
9526528_7_3,9526528,7,145.0,23.3
9526528_7_4,9526528,7,148.0,23.3
9526528_7_5,9526528,7,152.0,23.4
9526528_8_2,9526528,8,145.0,20.0
9526528_8_3,9526528,8,148.0,23.3
9526528_8_4,9526528,8,152.0,23.3
9526528_8_5,9526528,8,156.0,23.4
9526528_9_2,9526528,9,145.0,20.0
9526528_9_3,9526528,9,148.0,23.3
9526528_9_4,9526528,9,152.0,23.3
9526528_9_5,9526528,9,156.0,23.4
9526528_10_2,9526528,10,145.0,20.0
9526528_10_3,9526528,10,148.0,23.3
9526528_10_4,9526528,10,152.0,23.3
9526528_10_5,9526528,10,164.0,23.4
9526528_11_2,9526528,11,145.0,20.0
9526528_11_3,9526528,11,148.0,23.3
9526528_11_4,9526528,11,152.0,23.3
9526528_11_5,9526528,11,164.0,23.4
9526528_12_2,9526528,12,145.0,20.0
9526528_12_3,9526528,12,148.0,23.3
9526528_12_4,9526528,12,152.0,23.3
9526528_12_5,9526528,12,164.0,23.4
9526528_13_2,9526528,13,145.0,20.0
9526528_13_3,9526528,13,148.0,23.3
9526528_13_4,9526528,13,152.0,23.3
9526528_13_5,9526528,13,164.0,23.4
9526528_14_2,9526528,14,145.0,20.0
9526528_14_3,9526528,14,148.0,23.3
9526528_14_4,9526528,14,152.0,23.3
9526528_14_5,9526528,14,164.0,23.4
9526528_15_2,9526528,15,145.0,20.0
9526528_15_3,9526528,15,148.0,23.3
9526528_15_4,9526528,15,152.0,23.3
9526528_15_5,9526528,15,156.0,23.4
9526528_16_2,9526528,16,145.0,20.0
9526528_16_3,9526528,16,148.0,23.3
9526528_16_4,9526528,16,152.0,23.3
9526528_16_5,9526528,16,156.0,23.4
9526528_17_2,9526528,17,145.0,20.0
9526528_17_3,9526528,17,148.0,23.3
9526528_17_4,9526528,17,152.0,23.3
9526528_17_5,9526528,17,156.0,23.4
9526528_18_2,9526528,18,145.0,20.0
9526528_18_3,9526528,18,148.0,23.3
9526528_18_4,9526528,18,152.0,23.3
9526528_18_5,9526528,18,156.0,23.4
9526528_19_2,9526528,19,145.0,20.0
9526528_19_3,9526528,19,148.0,23.3
9526528_19_4,9526528,19,152.0,23.3
9526528_19_5,9526528,19,156.0,23.4
9526528_20_2,9526528,20,145.0,20.0
9526528_20_3,9526528,20,148.0,23.3
9526528_20_4,9526528,20,152.0,23.3
9526528_20_5,9526528,20,164.0,23.4
9526528_21_2,9526528,21,145.0,20.0
9526528_21_3,9526528,21,148.0,23.3
9526528_21_4,9526528,21,152.0,23.3
9526528_21_5,9526528,21,164.0,23.4
9526528_22_2,9526528,22,145.0,20.0
9526528_22_3,9526528,22,148.0,23.3
9526528_22_4,9526528,22,152.0,23.3
9526528_22_5,9526528,22,164.0,23.4
9526528_23_2,9526528,23,145.0,20.0
9526528_23_3,9526528,23,148.0,23.3
9526528_23_4,9526528,23,152.0,23.3
9526528_23_5,9526528,23,164.0,23.4
9526528_24_2,9526528,24,145.0,20.0
9526528_24_3,9526528,24,148.0,23.3
9526528_24_4,9526528,24,152.0,23.3
9526528_24_5,9526528,24,156.0,23.4
9526529_1_2,9526529,1,151.0,40.0
9526529_1_3,9526529,1,156.0,46.7
9526529_1_4,9526529,1,161.0,46.7
9526529_1_5,9526529,1,166.0,46.6
9526529_2_2,9526529,2,146.0,40.0
9526529_2_3,9526529,2,151.0,46.7
9526529_2_4,9526529,2,156.0,46.7
9526529_2_5,9526529,2,161.0,46.6
9526529_3_2,9526529,3,146.0,40.0
9526529_3_3,9526529,3,151.0,46.7
9526529_3_4,9526529,3,156.0,46.7
9526529_3_5,9526529,3,161.0,46.6
9526529_4_2,9526529,4,146.0,40.0
9526529_4_3,9526529,4,151.0,46.7
9526529_4_4,9526529,4,156.0,46.7
9526529_4_5,9526529,4,161.0,46.6
9526529_5_2,9526529,5,146.0,40.0
9526529_5_3,9526529,5,151.0,46.7
9526529_5_4,9526529,5,156.0,46.7
9526529_5_5,9526529,5,161.0,46.6
9526529_6_2,9526529,6,146.0,40.0
9526529_6_3,9526529,6,151.0,46.7
9526529_6_4,9526529,6,156.0,46.7
9526529_6_5,9526529,6,161.0,46.6
9526529_7_2,9526529,7,146.0,40.0
9526529_7_3,9526529,7,151.0,46.7
9526529_7_4,9526529,7,156.0,46.7
9526529_7_5,9526529,7,161.0,46.6
9526529_8_2,9526529,8,151.0,40.0
9526529_8_3,9526529,8,156.0,46.7
9526529_8_4,9526529,8,161.0,46.7
9526529_8_5,9526529,8,166.0,46.6
9526529_9_2,9526529,9,151.0,40.0
9526529_9_3,9526529,9,156.0,46.7
9526529_9_4,9526529,9,161.0,46.7
9526529_9_5,9526529,9,166.0,46.6
9526529_10_2,9526529,10,151.0,40.0
9526529_10_3,9526529,10,156.0,46.7
9526529_10_4,9526529,10,161.0,46.7
9526529_10_5,9526529,10,166.0,46.6
9526529_11_2,9526529,11,151.0,40.0
9526529_11_3,9526529,11,156.0,46.7
9526529_11_4,9526529,11,161.0,46.7
9526529_11_5,9526529,11,166.0,46.6
9526529_12_2,9526529,12,151.0,40.0
9526529_12_3,9526529,12,156.0,46.7
9526529_12_4,9526529,12,161.0,46.7
9526529_12_5,9526529,12,166.0,46.6
9526529_13_2,9526529,13,151.0,40.0
9526529_13_3,9526529,13,156.0,46.7
9526529_13_4,9526529,13,161.0,46.7
9526529_13_5,9526529,13,166.0,46.6
9526529_14_2,9526529,14,151.0,40.0
9526529_14_3,9526529,14,156.0,46.7
9526529_14_4,9526529,14,161.0,46.7
9526529_14_5,9526529,14,166.0,46.6
9526529_15_2,9526529,15,151.0,40.0
9526529_15_3,9526529,15,156.0,46.7
9526529_15_4,9526529,15,161.0,46.7
9526529_15_5,9526529,15,166.0,46.6
9526529_16_2,9526529,16,151.0,40.0
9526529_16_3,9526529,16,156.0,46.7
9526529_16_4,9526529,16,161.0,46.7
9526529_16_5,9526529,16,166.0,46.6
9526529_17_2,9526529,17,151.0,40.0
9526529_17_3,9526529,17,156.0,46.7
9526529_17_4,9526529,17,161.0,46.7
9526529_17_5,9526529,17,166.0,46.6
9526529_18_2,9526529,18,151.0,40.0
9526529_18_3,9526529,18,156.0,46.7
9526529_18_4,9526529,18,161.0,46.7
9526529_18_5,9526529,18,166.0,46.6
9526529_19_2,9526529,19,151.0,40.0
9526529_19_3,9526529,19,156.0,46.7
9526529_19_4,9526529,19,161.0,46.7
9526529_19_5,9526529,19,166.0,46.6
9526529_20_2,9526529,20,151.0,40.0
9526529_20_3,9526529,20,156.0,46.7
9526529_20_4,9526529,20,161.0,46.7
9526529_20_5,9526529,20,166.0,46.6
9526529_21_2,9526529,21,151.0,40.0
9526529_21_3,9526529,21,156.0,46.7
9526529_21_4,9526529,21,161.0,46.7
9526529_21_5,9526529,21,166.0,46.6
9526529_22_2,9526529,22,151.0,40.0
9526529_22_3,9526529,22,156.0,46.7
9526529_22_4,9526529,22,161.0,46.7
9526529_22_5,9526529,22,166.0,46.6
9526529_23_2,9526529,23,151.0,40.0
9526529_23_3,9526529,23,156.0,46.7
9526529_23_4,9526529,23,161.0,46.7
9526529_23_5,9526529,23,166.0,46.6
9526529_24_2,9526529,24,151.0,40.0
9526529_24_3,9526529,24,156.0,46.7
9526529_24_4,9526529,24,161.0,46.7
9526529_24_5,9526529,24,166.0,46.6
9526530_13_2,9526530,13,144.0,140.0
9526530_13_3,9526530,13,149.0,33.3
9526530_13_4,9526530,13,154.0,33.3
9526530_13_5,9526530,13,159.0,33.4
9526530_14_2,9526530,14,144.0,40.0
9526530_14_3,9526530,14,149.0,66.7
9526530_14_4,9526530,14,154.0,66.7
9526530_14_5,9526530,14,159.0,66.6
9526530_15_2,9526530,15,144.0,40.0
