id,complex_order_id,t,p,q
9525051_6_15,9525051,6,1000.0,419.6
9525051_7_15,9525051,7,1000.0,419.6
9525051_8_15,9525051,8,1000.0,419.6
9525051_9_15,9525051,9,1000.0,419.6
9525051_10_15,9525051,10,1000.0,419.6
9525051_11_15,9525051,11,1000.0,419.6
9525051_12_15,9525051,12,1000.0,419.6
9525051_13_15,9525051,13,1000.0,419.6
9525051_14_15,9525051,14,1000.0,419.6
9525051_15_15,9525051,15,1000.0,419.6
9525051_16_15,9525051,16,1000.0,419.6
9525051_17_15,9525051,17,1000.0,419.6
9525051_18_15,9525051,18,1000.0,419.6
9525051_19_15,9525051,19,1000.0,386.4
9525051_20_2,9525051,20,92.41,19.7
9525051_20_3,9525051,20,94.24,3.3
9525051_20_15,9525051,20,1000.0,241.6
9525051_21_2,9525051,21,92.41,19.7
9525051_21_3,9525051,21,94.24,19.7
9525051_21_4,9525051,21,96.06,19.7
9525051_21_5,9525051,21,97.88,19.7
9525051_21_6,9525051,21,99.7,19.7
9525051_21_7,9525051,21,101.53,19.7
9525051_21_8,9525051,21,103.35,19.7
9525051_21_9,9525051,21,105.17,19.7
9525051_21_10,9525051,21,107.0,19.7
9525051_21_11,9525051,21,108.82,19.7
9525051_21_12,9525051,21,110.64,19.7
9525051_21_13,9525051,21,112.47,19.7
9525051_21_14,9525051,21,114.32,4.6
9525051_21_15,9525051,21,1000.0,23.6
9525051_22_2,9525051,22,92.41,19.7
9525051_22_3,9525051,22,94.24,19.7
9525051_22_4,9525051,22,96.06,19.7
9525051_22_5,9525051,22,97.88,19.7
9525051_22_6,9525051,22,99.7,19.7
9525051_22_7,9525051,22,101.53,19.7
9525051_22_8,9525051,22,103.35,19.7
9525051_22_9,9525051,22,105.17,19.7
9525051_22_10,9525051,22,107.0,19.7
9525051_22_11,9525051,22,108.82,19.7
9525051_22_12,9525051,22,110.64,19.7
9525051_22_13,9525051,22,112.47,19.7
9525051_22_14,9525051,22,114.32,4.5
9525051_22_15,9525051,22,1000.0,23.7
9525051_23_2,9525051,23,92.41,19.7
9525051_23_3,9525051,23,94.24,19.7
9525051_23_4,9525051,23,96.06,19.7
9525051_23_5,9525051,23,97.88,19.7
9525051_23_6,9525051,23,99.7,19.7
9525051_23_7,9525051,23,101.53,19.7
9525051_23_8,9525051,23,103.35,19.7
9525051_23_9,9525051,23,105.17,19.7
9525051_23_10,9525051,23,107.0,19.7
9525051_23_11,9525051,23,108.82,19.7
9525051_23_12,9525051,23,110.64,19.7
9525051_23_13,9525051,23,112.47,19.7
9525051_23_14,9525051,23,114.32,4.5
9525051_23_15,9525051,23,1000.0,23.7
9525051_24_15,9525051,24,1000.0,369.6
9525052_1_15,9525052,1,1000.0,418.6
9525052_2_15,9525052,2,1000.0,418.6
9525052_3_15,9525052,3,1000.0,418.6
9525052_4_15,9525052,4,1000.0,418.6
9525052_5_15,9525052,5,1000.0,418.6
9525052_6_15,9525052,6,1000.0,418.6
9525052_7_15,9525052,7,1000.0,418.6
9525052_8_15,9525052,8,1000.0,418.6
9525052_9_15,9525052,9,1000.0,418.6
9525052_10_15,9525052,10,1000.0,418.6
9525052_11_15,9525052,11,1000.0,418.6
9525052_12_15,9525052,12,1000.0,418.6
9525052_13_15,9525052,13,1000.0,418.6
9525052_14_15,9525052,14,1000.0,418.6
9525052_15_15,9525052,15,1000.0,418.6
9525052_16_15,9525052,16,1000.0,418.6
9525052_17_15,9525052,17,1000.0,418.6
9525052_18_15,9525052,18,1000.0,418.6
9525052_19_15,9525052,19,1000.0,402.9
9525052_20_2,9525052,20,99.76,19.2
9525052_20_3,9525052,20,100.51,5.6
9525052_20_15,9525052,20,1000.0,233.8
9525052_21_2,9525052,21,99.76,19.2
9525052_21_3,9525052,21,100.51,19.2
9525052_21_4,9525052,21,101.25,19.2
9525052_21_5,9525052,21,101.99,19.2
9525052_21_6,9525052,21,102.74,19.2
9525052_21_7,9525052,21,103.48,19.2
9525052_21_8,9525052,21,104.22,19.2
9525052_21_9,9525052,21,104.97,19.2
9525052_21_10,9525052,21,105.71,19.2
9525052_21_11,9525052,21,106.45,19.2
9525052_21_12,9525052,21,107.19,19.2
9525052_21_13,9525052,21,107.94,19.2
9525052_21_14,9525052,21,108.7,8.3
9525052_21_15,9525052,21,1000.0,19.9
9525052_22_2,9525052,22,99.76,19.2
9525052_22_3,9525052,22,100.51,19.2
9525052_22_4,9525052,22,101.25,19.2
9525052_22_5,9525052,22,101.99,19.2
9525052_22_6,9525052,22,102.74,19.2
9525052_22_7,9525052,22,103.48,19.2
9525052_22_8,9525052,22,104.22,19.2
9525052_22_9,9525052,22,104.97,19.2
9525052_22_10,9525052,22,105.71,19.2
9525052_22_11,9525052,22,106.45,19.2
9525052_22_12,9525052,22,107.19,19.2
9525052_22_13,9525052,22,107.94,19.2
9525052_22_14,9525052,22,108.7,9.9
9525052_22_15,9525052,22,1000.0,18.3
9525052_23_2,9525052,23,99.76,19.2
9525052_23_3,9525052,23,100.51,19.2
9525052_23_4,9525052,23,101.25,19.2
9525052_23_5,9525052,23,101.99,19.2
9525052_23_6,9525052,23,102.74,19.2
9525052_23_7,9525052,23,103.48,19.2
9525052_23_8,9525052,23,104.22,19.2
9525052_23_9,9525052,23,104.97,19.2
9525052_23_10,9525052,23,105.71,19.2
9525052_23_11,9525052,23,106.45,19.2
9525052_23_12,9525052,23,107.19,19.2
9525052_23_13,9525052,23,107.94,19.2
9525052_23_14,9525052,23,108.7,11.1
9525052_23_15,9525052,23,1000.0,17.1
9525052_24_15,9525052,24,1000.0,368.6
9525053_1_15,9525053,1,1000.0,397.4
9525053_2_15,9525053,2,1000.0,397.4
9525053_3_15,9525053,3,1000.0,397.4
9525053_4_15,9525053,4,1000.0,397.4
9525053_5_15,9525053,5,1000.0,397.4
9525053_6_15,9525053,6,1000.0,397.4
9525053_7_15,9525053,7,1000.0,397.4
9525053_8_15,9525053,8,1000.0,397.4
9525053_9_15,9525053,9,1000.0,397.4
9525053_10_15,9525053,10,1000.0,397.4
9525053_11_15,9525053,11,1000.0,397.4
9525053_12_15,9525053,12,1000.0,397.4
9525053_13_15,9525053,13,1000.0,397.4
9525053_14_15,9525053,14,1000.0,397.4
9525053_15_15,9525053,15,1000.0,397.4
9525053_16_15,9525053,16,1000.0,397.4
9525053_17_15,9525053,17,1000.0,397.4
9525053_18_15,9525053,18,1000.0,397.4
9525053_19_15,9525053,19,1000.0,395.2
9525053_20_2,9525053,20,93.65,11.5
9525053_20_15,9525053,20,1000.0,251.9
9525053_21_2,9525053,21,93.65,19.7
9525053_21_3,9525053,21,94.85,19.7
9525053_21_4,9525053,21,96.05,19.7
9525053_21_5,9525053,21,97.26,19.7
9525053_21_6,9525053,21,98.46,19.7
9525053_21_7,9525053,21,99.67,19.7
9525053_21_8,9525053,21,100.87,19.7
9525053_21_9,9525053,21,102.08,19.7
9525053_21_10,9525053,21,103.28,19.7
9525053_21_11,9525053,21,104.48,19.7
9525053_21_12,9525053,21,105.69,19.7
9525053_21_13,9525053,21,106.89,19.7
9525053_21_14,9525053,21,108.13,6.3
9525053_21_15,9525053,21,1000.0,20.7
9525053_22_2,9525053,22,93.65,19.7
9525053_22_3,9525053,22,94.85,19.7
9525053_22_4,9525053,22,96.05,19.7
9525053_22_5,9525053,22,97.26,19.7
9525053_22_6,9525053,22,98.46,19.7
9525053_22_7,9525053,22,99.67,19.7
9525053_22_8,9525053,22,100.87,19.7
9525053_22_9,9525053,22,102.08,19.7
9525053_22_10,9525053,22,103.28,19.7
9525053_22_11,9525053,22,104.48,19.7
9525053_22_12,9525053,22,105.69,19.7
9525053_22_13,9525053,22,106.89,19.7
9525053_22_14,9525053,22,108.13,7.4
9525053_22_15,9525053,22,1000.0,19.6
9525053_23_2,9525053,23,93.65,19.7
9525053_23_3,9525053,23,94.85,19.7
9525053_23_4,9525053,23,96.05,19.7
9525053_23_5,9525053,23,97.26,19.7
9525053_23_6,9525053,23,98.46,19.7
9525053_23_7,9525053,23,99.67,19.7
9525053_23_8,9525053,23,100.87,19.7
9525053_23_9,9525053,23,102.08,19.7
9525053_23_10,9525053,23,103.28,19.7
9525053_23_11,9525053,23,104.48,19.7
9525053_23_12,9525053,23,105.69,19.7
9525053_23_13,9525053,23,106.89,19.7
9525053_23_14,9525053,23,108.13,8.3
9525053_23_15,9525053,23,1000.0,18.7
9525053_24_15,9525053,24,1000.0,347.4
9525054_1_15,9525054,1,1000.0,389.9
9525054_2_15,9525054,2,1000.0,389.9
9525054_3_15,9525054,3,1000.0,389.9
9525054_4_15,9525054,4,1000.0,389.9
9525054_5_15,9525054,5,1000.0,389.9
9525054_6_15,9525054,6,1000.0,389.9
9525054_7_15,9525054,7,1000.0,389.9
9525054_8_15,9525054,8,1000.0,389.9
9525054_9_15,9525054,9,1000.0,389.9
9525054_10_15,9525054,10,1000.0,389.9
9525054_11_15,9525054,11,1000.0,389.9
9525054_12_15,9525054,12,1000.0,389.9
9525054_13_15,9525054,13,1000.0,389.9
9525054_14_15,9525054,14,1000.0,389.9
9525054_15_15,9525054,15,1000.0,389.9
9525054_16_15,9525054,16,1000.0,389.9
9525054_17_15,9525054,17,1000.0,385.4
9525054_18_15,9525054,18,1000.0,364.2
9525054_19_15,9525054,19,1000.0,359.9
9525054_20_2,9525054,20,108.33,21.2
9525054_20_3,9525054,20,108.86,21.2
9525054_20_4,9525054,20,109.39,3.3
9525054_20_15,9525054,20,1000.0,231.2
9525054_21_2,9525054,21,108.33,21.2
9525054_21_3,9525054,21,108.86,21.2
9525054_21_4,9525054,21,109.39,21.2
9525054_21_5,9525054,21,109.93,21.2
9525054_21_6,9525054,21,110.46,21.2
9525054_21_7,9525054,21,110.99,21.2
9525054_21_8,9525054,21,111.52,21.2
9525054_21_9,9525054,21,112.06,21.2
9525054_21_10,9525054,21,112.59,21.2
9525054_21_11,9525054,21,113.12,21.2
9525054_21_12,9525054,21,113.65,21.2
9525054_21_13,9525054,21,114.18,21.2
9525054_21_14,9525054,21,114.73,3.7
9525054_21_15,9525054,21,1000.0,18.8
9525054_22_2,9525054,22,108.33,21.2
9525054_22_3,9525054,22,108.86,21.2
9525054_22_4,9525054,22,109.39,21.2
9525054_22_5,9525054,22,109.93,21.2
9525054_22_6,9525054,22,110.46,21.2
9525054_22_7,9525054,22,110.99,21.2
9525054_22_8,9525054,22,111.52,21.2
9525054_22_9,9525054,22,112.06,21.2
9525054_22_10,9525054,22,112.59,21.2
9525054_22_11,9525054,22,113.12,21.2
9525054_22_12,9525054,22,113.65,21.2
9525054_22_13,9525054,22,114.18,21.2
9525054_22_14,9525054,22,114.73,4.9
9525054_22_15,9525054,22,1000.0,17.6
9525054_23_2,9525054,23,108.33,21.2
9525054_23_3,9525054,23,108.86,21.2
9525054_23_4,9525054,23,109.39,21.2
9525054_23_5,9525054,23,109.93,21.2
9525054_23_6,9525054,23,110.46,21.2
9525054_23_7,9525054,23,110.99,21.2
9525054_23_8,9525054,23,111.52,21.2
9525054_23_9,9525054,23,112.06,21.2
9525054_23_10,9525054,23,112.59,21.2
9525054_23_11,9525054,23,113.12,21.2
9525054_23_12,9525054,23,113.65,21.2
9525054_23_13,9525054,23,114.18,21.2
9525054_23_14,9525054,23,114.73,5.8
9525054_23_15,9525054,23,1000.0,16.7
9525054_24_15,9525054,24,1000.0,339.9
9525059_1_2,9525059,1,2999.0,22.0
9525059_2_2,9525059,2,2999.0,22.0
9525059_3_2,9525059,3,2999.0,22.0
9525059_4_2,9525059,4,2999.0,22.0
9525059_5_2,9525059,5,2999.0,22.0
9525059_6_2,9525059,6,2999.0,22.0
9525059_7_2,9525059,7,2999.0,22.0
9525059_8_2,9525059,8,2999.0,22.0
9525059_9_2,9525059,9,2999.0,22.0
9525059_10_2,9525059,10,2999.0,22.0
9525059_11_2,9525059,11,2999.0,22.0
9525059_12_2,9525059,12,2999.0,22.0
9525059_13_2,9525059,13,2999.0,22.0
9525059_14_2,9525059,14,2999.0,22.0
9525059_15_2,9525059,15,2999.0,22.0
9525059_16_2,9525059,16,2999.0,22.0
9525059_17_2,9525059,17,2999.0,22.0
9525059_18_2,9525059,18,2999.0,22.0
9525059_19_2,9525059,19,2999.0,22.0
9525059_20_2,9525059,20,2999.0,22.0
9525059_21_2,9525059,21,2999.0,22.0
9525059_22_2,9525059,22,2999.0,22.0
9525059_23_2,9525059,23,2999.0,22.0
9525059_24_2,9525059,24,2999.0,22.0
9525061_1_2,9525061,1,2999.0,12.1
9525061_2_2,9525061,2,2999.0,12.1
9525061_3_2,9525061,3,2999.0,12.1
9525061_4_2,9525061,4,2999.0,12.1
9525061_5_2,9525061,5,2999.0,12.1
9525061_6_2,9525061,6,2999.0,12.1
9525061_7_2,9525061,7,2999.0,12.1
9525061_8_2,9525061,8,2999.0,12.1
9525061_9_2,9525061,9,2999.0,12.1
9525061_10_2,9525061,10,2999.0,12.1
9525061_11_2,9525061,11,2999.0,12.1
9525061_12_2,9525061,12,2999.0,12.1
9525061_13_2,9525061,13,2999.0,12.1
9525061_14_2,9525061,14,2999.0,12.1
9525061_15_2,9525061,15,2999.0,12.1
9525061_16_2,9525061,16,2999.0,12.1
9525061_17_2,9525061,17,2999.0,12.1
9525061_18_2,9525061,18,2999.0,12.1
9525061_19_2,9525061,19,2999.0,12.1
9525061_20_2,9525061,20,2999.0,12.1
9525061_21_2,9525061,21,2999.0,12.1
9525061_22_2,9525061,22,2999.0,12.1
9525061_23_2,9525061,23,2999.0,12.1
9525061_24_2,9525061,24,2999.0,12.1
9525062_1_5,9525062,1,2999.0,411.9
9525062_2_5,9525062,2,2999.0,411.9
9525062_3_5,9525062,3,2999.0,411.9
9525062_4_5,9525062,4,2999.0,411.9
9525062_5_5,9525062,5,2999.0,411.9
9525062_6_5,9525062,6,2999.0,411.9
9525062_7_5,9525062,7,2999.0,411.9
9525062_8_5,9525062,8,2999.0,411.9
9525062_9_5,9525062,9,2999.0,411.9
9525062_10_5,9525062,10,2999.0,411.9
9525062_11_5,9525062,11,2999.0,411.9
9525062_12_5,9525062,12,2999.0,411.9
9525062_13_5,9525062,13,2999.0,411.9
9525062_14_5,9525062,14,2999.0,411.9
9525062_15_5,9525062,15,2999.0,411.9
9525062_16_5,9525062,16,2999.0,411.9
9525062_17_5,9525062,17,2999.0,411.9
9525062_18_5,9525062,18,2999.0,411.9
9525062_19_5,9525062,19,2999.0,411.9
9525062_20_2,9525062,20,106.84,73.3
9525062_20_3,9525062,20,114.32,73.3
9525062_20_4,9525062,20,121.81,73.3
9525062_20_5,9525062,20,2999.0,35.0
9525062_21_2,9525062,21,106.84,73.3
9525062_21_3,9525062,21,114.32,73.3
9525062_21_4,9525062,21,121.81,73.3
9525062_21_5,9525062,21,2999.0,35.0
9525062_22_2,9525062,22,106.86,73.7
9525062_22_3,9525062,22,114.38,73.7
9525062_22_4,9525062,22,121.91,73.7
9525062_22_5,9525062,22,2999.0,33.8
9525062_23_2,9525062,23,106.87,74.0
9525062_23_3,9525062,23,114.43,74.0
9525062_23_4,9525062,23,121.99,74.0
9525062_23_5,9525062,23,2999.0,32.9
9525062_24_2,9525062,24,106.87,74.0
9525062_24_3,9525062,24,114.43,74.0
9525062_24_4,9525062,24,121.99,74.0
9525062_24_5,9525062,24,2999.0,32.9
9525063_1_5,9525063,1,2999.0,859.0
9525063_2_5,9525063,2,2999.0,859.0
9525063_3_5,9525063,3,2999.0,859.0
9525063_4_5,9525063,4,2999.0,859.0
9525063_5_5,9525063,5,2999.0,859.0
9525063_6_5,9525063,6,2999.0,859.0
9525063_7_5,9525063,7,2999.0,859.0
9525063_8_5,9525063,8,2999.0,859.0
9525063_9_5,9525063,9,2999.0,859.0
9525063_10_5,9525063,10,2999.0,859.0
9525063_11_5,9525063,11,2999.0,859.0
9525063_12_5,9525063,12,2999.0,859.0
9525063_13_5,9525063,13,2999.0,859.0
9525063_14_5,9525063,14,2999.0,859.0
9525063_15_5,9525063,15,2999.0,859.0
9525063_16_5,9525063,16,2999.0,859.0
9525063_17_5,9525063,17,2999.0,859.0
9525063_18_5,9525063,18,2999.0,859.0
9525063_19_5,9525063,19,2999.0,859.0
9525063_20_2,9525063,20,109.77,74.7
9525063_20_3,9525063,20,110.09,74.7
9525063_20_4,9525063,20,110.4,74.7
9525063_20_5,9525063,20,2999.0,484.9
9525063_21_2,9525063,21,109.77,74.7
9525063_21_3,9525063,21,110.09,74.7
9525063_21_4,9525063,21,110.4,74.7
9525063_21_5,9525063,21,2999.0,484.9
9525063_22_2,9525063,22,109.77,75.3
9525063_22_3,9525063,22,110.09,75.3
9525063_22_4,9525063,22,110.41,75.3
9525063_22_5,9525063,22,2999.0,483.1
9525063_23_2,9525063,23,109.78,76.0
9525063_23_3,9525063,23,110.1,76.0
9525063_23_4,9525063,23,110.42,76.0
9525063_23_5,9525063,23,2999.0,481.0
9525063_24_2,9525063,24,109.78,76.0
9525063_24_3,9525063,24,110.1,76.0
9525063_24_4,9525063,24,110.42,76.0
9525063_24_5,9525063,24,2999.0,481.0
9525064_1_5,9525064,1,2999.0,855.6
9525064_2_5,9525064,2,2999.0,855.6
9525064_3_5,9525064,3,2999.0,855.6
9525064_4_5,9525064,4,2999.0,855.6
9525064_5_5,9525064,5,2999.0,855.6
9525064_6_5,9525064,6,2999.0,855.6
9525064_7_5,9525064,7,2999.0,855.6
9525064_8_5,9525064,8,2999.0,855.6
9525064_9_5,9525064,9,2999.0,855.6
9525064_10_5,9525064,10,2999.0,855.6
9525064_11_5,9525064,11,2999.0,855.6
9525064_12_5,9525064,12,2999.0,855.6
9525064_13_5,9525064,13,2999.0,855.6
9525064_14_5,9525064,14,2999.0,855.6
9525064_15_5,9525064,15,2999.0,855.6
9525064_16_5,9525064,16,2999.0,855.6
9525064_17_5,9525064,17,2999.0,855.6
9525064_18_5,9525064,18,2999.0,855.6
9525064_19_5,9525064,19,2999.0,855.6
9525064_20_2,9525064,20,110.09,78.0
9525064_20_3,9525064,20,113.31,78.0
9525064_20_4,9525064,20,116.52,78.0
9525064_20_5,9525064,20,2999.0,485.6
9525064_21_2,9525064,21,110.11,79.0
9525064_21_3,9525064,21,113.37,79.0
9525064_21_4,9525064,21,116.63,79.0
9525064_21_5,9525064,21,2999.0,482.6
9525064_22_2,9525064,22,110.13,79.7
9525064_22_3,9525064,22,113.41,79.7
9525064_22_4,9525064,22,116.7,79.7
9525064_22_5,9525064,22,2999.0,480.5
9525064_23_2,9525064,23,110.14,80.3
9525064_23_3,9525064,23,113.45,80.3
9525064_23_4,9525064,23,116.76,80.3
9525064_23_5,9525064,23,2999.0,478.7
9525064_24_2,9525064,24,110.15,81.0
9525064_24_3,9525064,24,113.49,81.0
9525064_24_4,9525064,24,116.83,81.0
9525064_24_5,9525064,24,2999.0,476.6
9525347_1_25,9525347,1,650.0,392.0
9525347_2_25,9525347,2,650.0,392.0
9525347_3_25,9525347,3,650.0,392.0
9525347_4_25,9525347,4,650.0,292.0
9525347_5_25,9525347,5,650.0,162.0
9525347_6_2,9525347,6,116.76,20.0
9525347_6_3,9525347,6,120.76,10.0
9525347_6_4,9525347,6,125.76,25.0
9525347_6_5,9525347,6,135.76,10.0
9525347_6_6,9525347,6,145.76,10.0
9525347_6_25,9525347,6,650.0,22.0
9525347_7_2,9525347,7,116.77,20.0
9525347_7_3,9525347,7,120.77,10.0
9525347_7_4,9525347,7,125.77,25.0
9525347_7_5,9525347,7,135.77,10.0
9525347_7_6,9525347,7,145.77,10.0
9525347_7_25,9525347,7,650.0,22.0
9525347_8_2,9525347,8,116.77,20.0
9525347_8_3,9525347,8,120.77,10.0
9525347_8_4,9525347,8,125.77,25.0
9525347_8_5,9525347,8,135.77,10.0
9525347_8_6,9525347,8,145.77,10.0
9525347_8_25,9525347,8,650.0,22.0
9525347_9_2,9525347,9,116.76,20.0
9525347_9_3,9525347,9,120.76,10.0
9525347_9_4,9525347,9,125.76,25.0
9525347_9_5,9525347,9,135.76,10.0
9525347_9_6,9525347,9,145.76,10.0
9525347_9_25,9525347,9,650.0,22.0
9525347_10_2,9525347,10,116.75,20.0
9525347_10_3,9525347,10,120.75,10.0
9525347_10_4,9525347,10,125.75,25.0
9525347_10_5,9525347,10,135.75,10.0
9525347_10_6,9525347,10,145.75,10.0
9525347_10_25,9525347,10,650.0,22.0
9525347_11_2,9525347,11,116.69,20.0
9525347_11_3,9525347,11,120.69,10.0
9525347_11_4,9525347,11,125.69,25.0
9525347_11_5,9525347,11,135.69,10.0
9525347_11_6,9525347,11,145.69,10.0
9525347_11_25,9525347,11,650.0,22.0
9525347_12_2,9525347,12,116.69,20.0
9525347_12_3,9525347,12,120.69,10.0
9525347_12_4,9525347,12,125.69,25.0
9525347_12_5,9525347,12,135.69,10.0
9525347_12_6,9525347,12,145.69,10.0
9525347_12_25,9525347,12,650.0,22.0
9525347_13_2,9525347,13,116.76,20.0
9525347_13_3,9525347,13,120.76,10.0
9525347_13_4,9525347,13,125.76,25.0
9525347_13_5,9525347,13,135.76,10.0
9525347_13_6,9525347,13,145.76,10.0
9525347_13_25,9525347,13,650.0,22.0
9525347_14_2,9525347,14,116.75,20.0
9525347_14_3,9525347,14,120.75,10.0
9525347_14_4,9525347,14,125.75,25.0
9525347_14_5,9525347,14,135.75,10.0
9525347_14_6,9525347,14,145.75,10.0
9525347_14_25,9525347,14,650.0,22.0
9525347_15_2,9525347,15,116.75,20.0
9525347_15_3,9525347,15,120.75,10.0
9525347_15_4,9525347,15,125.75,25.0
9525347_15_5,9525347,15,135.75,10.0
9525347_15_6,9525347,15,145.75,10.0
9525347_15_25,9525347,15,650.0,22.0
9525347_16_2,9525347,16,116.73,20.0
9525347_16_3,9525347,16,120.73,10.0
9525347_16_4,9525347,16,125.73,25.0
9525347_16_5,9525347,16,135.73,10.0
9525347_16_6,9525347,16,145.73,10.0
9525347_16_25,9525347,16,650.0,22.0
9525347_17_2,9525347,17,116.71,20.0
9525347_17_3,9525347,17,120.71,10.0
9525347_17_4,9525347,17,125.71,25.0
9525347_17_5,9525347,17,135.71,10.0
9525347_17_6,9525347,17,145.71,10.0
9525347_17_25,9525347,17,650.0,22.0
9525347_18_2,9525347,18,116.71,20.0
9525347_18_3,9525347,18,120.71,10.0
9525347_18_4,9525347,18,125.71,25.0
9525347_18_5,9525347,18,135.71,10.0
9525347_18_6,9525347,18,145.71,10.0
9525347_18_25,9525347,18,650.0,22.0
9525347_19_2,9525347,19,116.7,20.0
9525347_19_3,9525347,19,120.7,10.0
9525347_19_4,9525347,19,125.7,25.0
9525347_19_5,9525347,19,135.7,10.0
9525347_19_6,9525347,19,145.7,10.0
9525347_19_25,9525347,19,650.0,22.0
9525347_20_2,9525347,20,116.74,20.0
9525347_20_3,9525347,20,120.74,10.0
9525347_20_4,9525347,20,125.74,25.0
9525347_20_5,9525347,20,135.74,10.0
9525347_20_6,9525347,20,145.74,10.0
9525347_20_25,9525347,20,650.0,22.0
9525347_21_2,9525347,21,116.71,20.0
9525347_21_3,9525347,21,120.71,10.0
9525347_21_4,9525347,21,125.71,25.0
9525347_21_5,9525347,21,135.71,10.0
9525347_21_6,9525347,21,145.71,10.0
9525347_21_25,9525347,21,650.0,22.0
9525347_22_2,9525347,22,116.68,20.0
9525347_22_3,9525347,22,120.68,10.0
9525347_22_4,9525347,22,125.68,25.0
9525347_22_5,9525347,22,135.68,10.0
9525347_22_6,9525347,22,145.68,10.0
9525347_22_25,9525347,22,650.0,22.0
9525347_23_2,9525347,23,116.74,20.0
9525347_23_3,9525347,23,120.74,10.0
9525347_23_4,9525347,23,125.74,25.0
9525347_23_5,9525347,23,135.74,10.0
9525347_23_6,9525347,23,145.74,10.0
9525347_23_25,9525347,23,650.0,22.0
9525347_24_2,9525347,24,116.68,20.0
9525347_24_3,9525347,24,120.68,10.0
9525347_24_4,9525347,24,125.68,25.0
9525347_24_5,9525347,24,135.68,10.0
9525347_24_6,9525347,24,145.68,10.0
9525347_24_25,9525347,24,650.0,22.0
9525348_1_25,9525348,1,650.0,392.0
9525348_2_25,9525348,2,650.0,392.0
9525348_3_25,9525348,3,650.0,302.0
9525348_4_25,9525348,4,650.0,262.0
9525348_5_25,9525348,5,650.0,262.0
9525348_6_25,9525348,6,650.0,262.0
9525348_7_25,9525348,7,650.0,157.0
9525348_8_2,9525348,8,123.55,20.0
9525348_8_3,9525348,8,127.55,10.0
9525348_8_4,9525348,8,132.55,25.0
9525348_8_5,9525348,8,142.55,10.0
9525348_8_6,9525348,8,152.55,10.0
9525348_8_25,9525348,8,650.0,22.0
9525348_9_2,9525348,9,123.58,20.0
9525348_9_3,9525348,9,127.58,10.0
9525348_9_4,9525348,9,132.58,25.0
9525348_9_5,9525348,9,142.58,10.0
9525348_9_6,9525348,9,152.58,10.0
9525348_9_25,9525348,9,650.0,22.0
9525348_10_2,9525348,10,123.56,20.0
9525348_10_3,9525348,10,127.56,10.0
9525348_10_4,9525348,10,132.56,25.0
9525348_10_5,9525348,10,142.56,10.0
9525348_10_6,9525348,10,152.56,10.0
9525348_10_25,9525348,10,650.0,22.0
9525348_11_2,9525348,11,123.54,20.0
9525348_11_3,9525348,11,127.54,10.0
9525348_11_4,9525348,11,132.54,25.0
9525348_11_5,9525348,11,142.54,10.0
9525348_11_6,9525348,11,152.54,10.0
9525348_11_25,9525348,11,650.0,22.0
9525348_12_2,9525348,12,123.53,20.0
9525348_12_3,9525348,12,127.53,10.0
9525348_12_4,9525348,12,132.53,25.0
9525348_12_5,9525348,12,142.53,10.0
9525348_12_6,9525348,12,152.53,10.0
9525348_12_25,9525348,12,650.0,22.0
9525348_13_2,9525348,13,123.51,20.0
9525348_13_3,9525348,13,127.51,10.0
9525348_13_4,9525348,13,132.51,25.0
9525348_13_5,9525348,13,142.51,10.0
9525348_13_6,9525348,13,152.51,10.0
9525348_13_25,9525348,13,650.0,22.0
9525348_14_2,9525348,14,123.57,20.0
9525348_14_3,9525348,14,127.57,10.0
9525348_14_4,9525348,14,132.57,25.0
9525348_14_5,9525348,14,142.57,10.0
9525348_14_6,9525348,14,152.57,10.0
9525348_14_25,9525348,14,650.0,22.0
9525348_15_2,9525348,15,123.5,20.0
9525348_15_3,9525348,15,127.5,10.0
9525348_15_4,9525348,15,132.5,25.0
9525348_15_5,9525348,15,142.5,10.0
9525348_15_6,9525348,15,152.5,10.0
9525348_15_25,9525348,15,650.0,22.0
9525348_16_2,9525348,16,123.5,20.0
9525348_16_3,9525348,16,127.5,10.0
9525348_16_4,9525348,16,132.5,25.0
9525348_16_5,9525348,16,142.5,10.0
9525348_16_6,9525348,16,152.5,10.0
9525348_16_25,9525348,16,650.0,22.0
9525348_17_2,9525348,17,123.54,20.0
9525348_17_3,9525348,17,127.54,10.0
9525348_17_4,9525348,17,132.54,25.0
9525348_17_5,9525348,17,142.54,10.0
9525348_17_6,9525348,17,152.54,10.0
9525348_17_25,9525348,17,650.0,22.0
9525348_18_2,9525348,18,123.54,20.0
9525348_18_3,9525348,18,127.54,10.0
9525348_18_4,9525348,18,132.54,25.0
9525348_18_5,9525348,18,142.54,10.0
9525348_18_6,9525348,18,152.54,10.0
9525348_18_25,9525348,18,650.0,22.0
9525348_19_2,9525348,19,123.49,20.0
9525348_19_3,9525348,19,127.49,10.0
9525348_19_4,9525348,19,132.49,25.0
9525348_19_5,9525348,19,142.49,10.0
9525348_19_6,9525348,19,152.49,10.0
9525348_19_25,9525348,19,650.0,22.0
9525348_20_2,9525348,20,123.49,20.0
9525348_20_3,9525348,20,127.49,10.0
9525348_20_4,9525348,20,132.49,25.0
9525348_20_5,9525348,20,142.49,10.0
9525348_20_6,9525348,20,152.49,10.0
9525348_20_25,9525348,20,650.0,22.0
9525348_21_2,9525348,21,123.54,20.0
9525348_21_3,9525348,21,127.54,10.0
